328.225669	330.060045	L#1#해
331.267483	332.997370	L#2#달
334.274467	336.097234	L#3#별
337.432381	339.278367	L#4#하늘
340.926984	342.552381	L#5#빛
344.804717	346.522993	L#6#땅
356.554014	358.527710	L#7#흙
360.721995	362.684082	L#8#밭
364.274649	366.201905	L#9#모래
368.024671	369.696508	L#10##숲ab
371.449615	373.342041	L#11#목장
378.380771	380.064218	L#12#산
382.653243	384.290249	L#13#강
385.962086	387.564263	L#14##시내ab
389.503129	391.035646	L#15#바다
396.469116	397.873923	L#16#호수
399.952109	401.716825	L#17#얼음
403.411882	405.037279	L#18#물
406.337596	408.346122	L#19#우물
410.726168	412.432834	L#20#샘
414.325261	416.101587	L#21#불
418.005624	419.747120	L#22#돌
421.163537	423.067574	L#23#나라
424.867120	426.480907	L#24#마을
428.477823	430.509569	L#25#장소
432.088526	433.853243	L#26#섬
435.258050	437.580045	L#27#홍수
441.295238	443.094785	L#28##가뭄ab
444.720181	446.473288	L#29#비
448.563084	451.790658	L#30#내리다#비가 내리고 있다.
453.439274	457.607256	L#31#눈
459.313923	463.667664	L#32##내리다ab$눈이 내리고 있다.
465.118912	467.220317	L#33#눈보라
468.683175	470.691701	L#34##바람ab
472.409977	477.529977	L#35#불다#바람이 불고 있다.
481.326440	483.009887	L#36#구름
487.189478	489.174785	L#37#맑다
491.032381	493.006077	L#38#흐리다
495.270023	496.767710	L#39#안개
502.119909	503.745306	L#40#무지개
509.898594	511.628481	L#41#천둥
514.449705	516.260862	L#42#번개
536.171973	538.192109	L#43#이슬
540.189025	542.360091	L#44#얼다
544.856236	546.388753	L#45#서리
547.921270	549.778866	L#46#해
551.392653	553.842358	L#47#금년
555.676735	557.789751	L#48#내년
575.251156	577.364172	L#49#내년
579.001179	581.299955	L#50#봄
582.809252	584.597188	L#51#여름
587.894422	589.693968	L#52#겨울
591.435465	593.072472	L#53#겨울
594.477279	596.195556	L#54#달
598.099592	599.806259	L#55#날
602.023764	603.730431	L#56#오늘
605.262948	607.364354	L#57#어제
608.629841	611.230476	L#58#내일
612.821043	615.235918	L#59#아침
616.710385	618.626032	L#60#낮
620.286259	622.422494	L#61#저녁
624.558730	626.973605	L#62#밤
629.202721	631.106757	L#63#언제
633.231383	635.147029	L#64#나중에
637.097506	639.280181	L#65#먼저
641.660227	643.297234	L#66#이미
645.921088	647.407166	L#67#아직
650.843719	652.561995	L#68#곧
655.499320	657.275646	L#69#잠깐
659.110023	660.909569	L#70#가끔
663.463764	665.611610	L#71##자주ab
